"","Country Name","Year","FSI","Rule of Law","Voice.Accountability","No violence Index","CorruptionPI","Human Development Index","Life_Satisfaction","Healthcare_Exp","GDP Per Capita","Unemployment Rate","Aid per capita","FSI (Year+4)"
"68","Costa Rica","2012",49.7,0.5196617,1.08822,0.6384025,54,0.783,7.272,7.91351128,10075.0046160014,9.78,6.0708150324291,45.1
"69","Costa Rica","2013",48.7,0.5515915,1.078483,0.677918,53,0.788,7.158,7.86832047,10744.0910189401,8.77,6.92096825545083,44.1
"70","Costa Rica","2014",48.5,0.5604205,1.138346,0.5774182,54,0.796,7.247,7.88175106,10847.1696673041,9.06,11.3755084022489,43.2
"71","Costa Rica","2015",46.8,0.5046431,1.151579,0.6820255,55,0.797,6.854,7.82285929,11642.7780517123,9,22.958844889957,42
"72","Dominican Republic","2006",85,-0.5758091,0.2056577,-0.1085138,2.8,0.688,5.088,3.99365425,4109.03359145391,5.66,8.13565411364164,76.8
"73","Dominican Republic","2007",80.6,-0.6136354,0.1970037,-0.07755,3,0.694,5.081,4.20732832,4707.79505245725,5.16,15.4869081269497,76.9
"74","Dominican Republic","2008",78.4,-0.6602893,0.1647324,-0.0370049,3,0.698,4.842,4.72506762,5087.98321278434,4.76,18.7501073249537,74.1
"75","Dominican Republic","2009",77.7,-0.7726221,0.0897983,-0.0014113,3,0.7,5.432,5.08706474,5039.40312212985,5.47,14.580124677428,73.2
"76","Dominican Republic","2010",76.8,-0.8083205,0.0738616,-0.044954,3,0.706,4.735,5.57939434,5555.39201393816,5.21,19.9904753659594,73.4
"77","Dominican Republic","2011",76.9,-0.7733674,0.0904333,-0.0004819,2.59,0.71,5.397,5.66508865,5913.42664885493,6.09,24.723792989557,71.2
"78","Dominican Republic","2012",74.1,-0.6877354,0.1245922,0.2523668,32,0.714,4.753,5.88521528,6110.36657603383,6.72,26.1929508936726,70.8
"79","Dominican Republic","2013",73.2,-0.5324466,0.1153695,0.2074287,29,0.718,5.016,5.76407719,6238.13236658362,7.35,14.6204915835003,69
"80","Dominican Republic","2014",73.4,-0.4057658,0.1889606,0.1459345,32,0.73,5.387,5.75102663,6608.82550130065,6.72,16.3509130199407,69.2
"81","Dominican Republic","2015",71.2,-0.5127614,0.1542684,0.2367064,33,0.738,5.062,5.78464127,6921.52059432776,7.61,27.2290255678261,66.2
"82","Ecuador","2006",81.2,-1.033067,-0.2538627,-0.8539824,2.3,0.701,5.024,5.687222,3328.88415626323,3.55,15.2119090834089,81.7
"83","Ecuador","2007",79.9,-1.035035,-0.1611159,-0.8144428,2.1,0.71,4.996,5.8648901,3567.83718649963,3.14,16.0919895492714,82.2
"84","Ecuador","2008",80.3,-1.167481,-0.2223047,-0.7289105,2,0.717,5.297,5.81637669,4249.01896979445,3.92,17.0902890509148,80.1
"85","Ecuador","2009",81.2,-1.251499,-0.2503612,-0.6731879,2.2,0.719,6.022,6.4387331,4231.61923466057,4.61,15.1315664920265,78.6
"86","Ecuador","2010",81.7,-1.204064,-0.2310853,-0.5866745,2.5,0.726,5.838,7.12195635,4633.59128443099,4.09,11.227014782467,77.3
"87","Ecuador","2011",82.2,-1.205241,-0.2933648,-0.6865575,2.65,0.732,5.795,7.86521816,5200.55510783504,3.46,11.8932938061234,75.9
"88","Ecuador","2012",80.1,-1.13463,-0.2961141,-0.5703065,32,0.751,5.961,8.47968197,5682.04610814497,3.24,9.56824675598844,75.6
"89","Ecuador","2013",78.6,-0.9683184,-0.2527218,-0.1786567,35,0.754,6.019,8.55983448,6056.33121253813,3.08,9.5827001754172,77.3
"90","Ecuador","2014",77.3,-1.058525,-0.2024652,-0.0185332,33,0.756,5.946,8.62127495,6377.09392877257,3.48,10.3467741543265,74.2
"91","Ecuador","2015",75.9,-1.028962,-0.2117548,-0.1439559,32,0.764,5.964,8.58845711,6124.49088707134,3.62,19.6249427531069,71.2
"92","Gabon","2011",75.3,-0.4612769,-0.9051993,0.3848909,2.98,0.657,4.255,2.55771565,10809.6849503904,20.38,41.2256923917623,71.2
"93","Gabon","2012",74.6,-0.4694037,-0.8636067,0.2932914,35,0.666,3.972,2.42097569,9813.50574650818,20.4,39.3501191786376,72
"94","Gabon","2013",72.9,-0.5399048,-0.86337,0.3301027,34,0.673,3.8,2.84087181,9683.58161951252,20.41,47.9948483462237,73.8
"95","Gabon","2014",72.2,-0.508985,-0.8657218,0.1495428,37,0.682,3.918,2.53282237,9663.42411002585,20.3,59.0667467758357,72.5
"96","Gabon","2015",71.2,-0.5500096,-0.8941512,0.021187,34,0.685,4.661,2.65743947,7384.70070393071,20.22,50.7164891637257,70.5
"97","India","2006",70.4,0.1773311,0.4371937,-1.063722,3.3,0.546,5.348,3.63477802,806.753280628799,5.52,1.1871267527888,79.2
"98","India","2007",70.8,0.0937817,0.4539639,-1.151811,3.5,0.555,5.027,3.51754212,1028.33477194577,5.41,1.12339361162661,79.3
"99","India","2008",72.9,0.0860389,0.4621931,-1.107512,3.4,0.563,5.146,3.51468062,998.522341514181,5.36,1.67538154096921,78
"100","India","2009",77.8,0.013824,0.4606846,-1.353806,3.4,0.569,4.522,3.48537874,1101.96083821252,5.61,2.01737473754487,77.5
"101","India","2010",79.2,-0.0373795,0.4432724,-1.277984,3.3,0.579,4.989,3.27211905,1357.5637268318,5.65,2.29391825198796,76.9
"102","India","2011",79.3,-0.0906831,0.4358186,-1.326795,3.1,0.588,4.635,3.24634194,1458.10406619626,5.65,2.6155734760736,79.3
"103","India","2012",78,-0.0719577,0.3994542,-1.28931,36,0.597,4.72,3.32935309,1443.88243476181,5.66,1.32870613590857,79.6
"104","India","2013",77.5,-0.0573845,0.4327801,-1.229174,36,0.604,4.428,3.74944162,1449.61045069632,5.67,1.91775399282496,77.9
"105","India","2014",76.9,-0.0633363,0.413294,-0.997912,38,0.616,4.424,3.61956549,1573.88564183014,5.6,2.30921449126478,76.3
"106","India","2015",79.3,-0.0474092,0.4278702,-0.9484934,38,0.624,4.342,3.59565997,1605.60544457045,5.56,2.42288615968596,74.4
"107","Iraq","2008",110.6,-1.768708,-1.104687,-2.468629,1.3,0.63,4.59,3.03573871,4636.63932484705,8.4,348.221699404673,104.3
"108","Iraq","2009",108.6,-1.698137,-1.023472,-2.175568,1.5,0.632,4.775,3.76825881,3853.82862013793,8.49,96.3384825640074,103.9
"109","Iraq","2010",107.3,-1.558268,-0.9918546,-2.239267,1.5,0.636,5.065,3.23055601,4657.28026921588,8.34,73.2409307600836,102.2
"110","Iraq","2011",104.8,-1.452889,-1.069502,-1.846984,1.8,0.642,4.725,2.79131818,6045.4945669195,8.15,62.316385188243,104.4
"111","Iraq","2012",104.3,-1.457788,-1.076181,-1.93405,18,0.646,4.66,2.69039416,6836.07399513338,7.97,40.7927097952428,104.7
"112","Iraq","2013",103.9,-1.449673,-1.057192,-2.01139,16,0.646,4.725,2.81939769,7076.55226525188,9.27,46.492059083961,105.4
"113","Iraq","2014",102.2,-1.334899,-1.144258,-2.480338,16,0.645,4.542,2.79654908,6637.68437454551,10.59,39.7905396038815,102.2
"114","Jamaica","2006",66.8,-0.4037552,0.6207255,-0.3188637,3.7,0.711,6.208,4.20788145,4331.29205282124,10.33,14.7762829999192,65.2
"115","Jamaica","2011",67.1,-0.3988184,0.4791512,-0.0629833,3.34,0.731,5.374,5.23800421,5111.46598710697,12.7,14.519103353972,61.2
"116","Jordan","2007",76.6,0.3873699,-0.6767808,-0.2996989,4.7,0.744,5.598,8.30104733,2735.37876694903,13.1,100.956152275214,74.5
"117","Jordan","2008",77.3,0.4115452,-0.7373688,-0.3692256,5.1,0.745,4.93,8.75392818,3455.76995322946,12.7,111.964165315021,74.8
"118","Jordan","2009",77.9,0.2507831,-0.7845951,-0.3542873,5,0.743,6,9.5021286,3559.69210151978,12.9,107.412196512905,75.7
"119","Jordan","2010",77,0.1929891,-0.7993262,-0.3124925,4.7,0.737,5.57,8.38929749,3736.64546207921,12.5,131.48035657996,76.7
"120","Jordan","2011",74.5,0.2379159,-0.7962052,-0.5135623,4.49,0.734,5.539,8.29931927,3852.89002548782,12.9,127.119669395666,76.9
"121","Jordan","2012",74.8,0.3690804,-0.7344927,-0.5239776,48,0.735,5.132,7.8829236,3910.34689406377,12.2,143.078528294876,78
"122","Jordan","2013",75.7,0.3928922,-0.8067545,-0.6063153,45,0.729,5.172,7.24769545,4044.42686891185,12.6,164.377423532583,78.7
"123","Jordan","2014",76.7,0.4641309,-0.7536456,-0.5400255,49,0.729,5.333,7.31149483,4131.44735046027,11.9,302.412124842202,76.8
"124","Jordan","2015",76.9,0.4393261,-0.769385,-0.6057786,53,0.73,5.405,7.59315777,4164.10876894014,13.08,231.050901862871,75.9
"125","Lebanon","2006",80.5,-0.6430191,-0.3872007,-1.807397,3.6,0.739,4.653,8.65032196,4626.85300341662,8.62,172.075898370368,87.7
"126","Lebanon","2008",95.7,-0.6687936,-0.4221182,-1.875796,3,0.757,4.595,7.78850412,6111.32728102035,7.45,224.221859795553,85.8
"127","Lebanon","2009",93.5,-0.6807634,-0.3552515,-1.561682,2.5,0.764,5.206,6.99202442,7354.95360478492,6.36,120.522934447029,86.3
"128","Lebanon","2010",90.9,-0.7075613,-0.3312983,-1.625015,2.5,0.766,5.032,7.4433217,7761.64148945415,6.4,89.8615475870877,86.9
"129","Lebanon","2011",87.7,-0.6909853,-0.390134,-1.558288,2.49,0.768,5.188,8.1471138,7675.30893971499,6.39,91.4048403167797,88.1
"130","Lebanon","2012",85.8,-0.7509995,-0.3858334,-1.664812,30,0.759,4.573,7.93143368,7952.15123928179,6.4,128.49925005505,89.6
"131","Lebanon","2013",86.3,-0.7757403,-0.4049813,-1.690353,28,0.757,4.983,7.57978058,7933.2332493476,6.41,105.124013800392,88.2
"132","Lebanon","2014",86.9,-0.7663509,-0.4203074,-1.697941,27,0.748,5.233,7.84629583,7687.93051905549,6.35,131.120265241148,86.8
"133","Lebanon","2015",88.1,-0.8257188,-0.4625495,-1.702587,28,0.744,5.172,7.67934227,7644.54514657966,6.31,147.8122053337,85
"134","Malaysia","2006",66.1,0.4673473,-0.5431479,0.2877234,5,0.737,6.012,3.12453246,6209.12616705899,3.32,9.21152676668129,69.2
"135","Malaysia","2007",65.9,0.4377053,-0.5235373,0.1937732,5.1,0.75,6.239,3.08224082,7243.45680069813,3.23,7.56538987269464,68.7
"136","Malaysia","2008",67.2,0.3449331,-0.5631929,0.1083251,5.1,0.761,5.807,3.02357388,8474.58776222379,3.34,5.74056355124928,68.5
"137","Malaysia","2009",68.9,0.4559681,-0.5038953,-0.0423811,4.5,0.765,5.385,3.27629399,7292.4949731478,3.69,5.04488215119608,66.1
"138","Malaysia","2010",69.2,0.4781814,-0.4999781,0.1433521,4.4,0.772,5.58,3.18466234,9040.56849464524,3.25,-0.217668525658213,66.2
"139","Malaysia","2011",68.7,0.4786735,-0.4748749,0.0774098,4.31,0.778,5.786,3.33996487,10399.3702125714,3.05,1.4243850301882,65.9
"140","Malaysia","2012",68.5,0.4650094,-0.3465392,-0.0052124,49,0.781,5.914,3.48790693,10817.4317100783,3.04,0.630242210645603,63.6
"141","Malaysia","2013",66.1,0.435685,-0.3396792,0.0517916,50,0.785,5.77,3.52240086,10970.1042996033,3.11,-3.84506748205878,60.5
"142","Mauritius","2011",44.2,0.9015704,0.7957318,0.9464994,5.07,0.76,5.477,4.3078289,9197.04299089459,7.45,148.266855137325,40.5
"143","Mauritius","2014",46.1,0.9127631,0.9408962,0.6679659,54,0.789,5.648,5.49399614,10153.9326919124,7.47,35.3626757249689,38.9
"144","Mexico","2007",72.6,-0.4940353,0.121899,-0.7284455,3.5,0.746,6.525,5.76644516,9642.68051672231,3.63,1.03013172967127,75.1
"145","Mexico","2008",72.2,-0.6678741,0.1349276,-0.8037661,3.6,0.748,6.829,5.69886971,10016.5712139986,3.87,1.33826322288644,73.6
"146","Mexico","2009",75.4,-0.559861,0.2000446,-0.6854959,3.3,0.748,6.963,6.12978458,8002.97217765844,5.36,1.65991056609747,73.1
"147","Mexico","2010",76.1,-0.5508172,0.1785069,-0.7264634,3.1,0.748,6.802,5.97513008,9271.39839576997,5.3,3.98560969056038,71.1
"148","Mexico","2011",75.1,-0.5491861,0.1216919,-0.6677686,2.97,0.755,6.91,5.70114136,10203.4212952716,5.17,8.35832238071114,71.9
"149","Mexico","2012",73.6,-0.5340595,0.1127453,-0.6624542,34,0.759,7.32,5.84224558,10241.727828043,4.89,3.47843042823332,70.4
"150","Mexico","2013",73.1,-0.5445455,0.1083923,-0.7142238,34,0.756,7.443,5.9407773,10725.1835873796,4.91,4.73284074208388,74.3
"151","Mexico","2014",71.1,-0.4229218,0.0003161,-0.8539188,35,0.761,6.68,5.63038635,10928.9160089988,4.81,6.77071236808478,71.5
"152","Mexico","2015",71.9,-0.4471673,-0.075359,-0.7986991,35,0.766,6.236,5.79708719,9616.64555810607,4.31,2.63478266501805,69.7
"153","Namibia","2007",71.3,0.1018893,0.4497547,1.018452,4.5,0.559,4.886,10.79394531,4405.41039694041,21.56,110.066406698734,66.4
"154","Nigeria","2006",94.4,-1.071911,-0.6232978,-2.034141,2.2,0.473,4.71,4.25775146,1656.42479354329,3.69,80.2027213733003,100.2
"155","Nigeria","2007",95.6,-1.065673,-0.76044,-2.011331,2.2,0.478,4.89,3.90997219,1883.46138847202,3.62,13.3839029911106,101.1
"156","Nigeria","2008",95.7,-1.038765,-0.7356038,-1.860629,2.7,0.484,4.939,3.69581532,2242.87190046259,3.59,8.60932471569756,100.7
"157","Nigeria","2009",99.8,-1.153015,-0.8488722,-1.995072,2.5,0.49,4.98,3.58019733,1891.33529693097,3.75,10.6219383016814,102.5
"158","Nigeria","2010",100.2,-1.157983,-0.7770869,-2.211123,2.4,0.482,4.76,3.29653287,2280.43733738126,3.77,12.9483825473349,103.5
"159","Nigeria","2012",101.1,-1.146224,-0.7002199,-2.042074,27,0.5,5.493,3.35984278,2723.82219093859,3.74,11.458373256103,101.6
"160","Nigeria","2013",100.7,-1.113723,-0.6930282,-2.088478,25,0.519,4.818,3.4206934,2961.54942175947,3.7,14.6462199834015,99.9
"161","Nigeria","2015",102.5,-0.9616836,-0.3732246,-1.925443,26,0.526,4.933,3.58195019,2687.48005643212,4.31,13.4237286953503,98.5
"162","Panama","2006",59.6,-0.1327938,0.6015216,-0.0680277,3.1,0.759,6.128,6.45193529,5348.88425269771,3.61,11.4427308803918,59.3
"163","Panama","2007",59.4,-0.1498149,0.6212651,-0.0606814,3.2,0.767,6.894,6.92857409,6166.18786213279,3.52,-36.9664621120382,57.8
"164","Panama","2008",58.6,-0.1745903,0.600691,-0.0970655,3.4,0.771,6.931,6.84644938,7154.274496019,3.48,10.0790507680183,56.1
"165","Panama","2009",59.7,-0.0882209,0.5912631,0.0636812,3.4,0.772,7.034,6.99648428,7576.14046655482,3.68,18.5934633856189,55.8
"166","Panama","2010",59.3,-0.0737941,0.5371985,-0.1160482,3.6,0.774,7.321,7.08509684,8082.01958387357,3.71,35.5808386191285,55.7
"167","Panama","2011",57.8,0.0187698,0.5346385,-0.0282189,3.27,0.78,7.248,6.59314489,9358.26157385486,2.31,29.9313721840609,54.6
"168","Panama","2012",56.1,-0.1916678,0.4694169,-0.1794327,38,0.786,6.86,6.56412029,10722.2523527204,2.39,13.6183954358142,53.2
"169","Panama","2013",55.8,-0.216099,0.4242718,-0.1412609,35,0.791,6.866,6.65125561,11889.0705568347,2.3,2.4012846581238,50.7
"170","Panama","2014",55.7,-0.0596157,0.5056279,0.2090082,37,0.795,6.631,6.92144489,12796.0575304045,2.72,-49.5371926275132,49.5
"171","Panama","2015",54.6,-0.1064381,0.5585108,0.3860773,39,0.799,6.606,6.8090291,13630.3228683958,3,2.58284637229778,47
"172","Peru","2006",79.2,-0.6867918,0.0919349,-0.8405385,3.3,0.697,4.811,4.53801537,3154.3313491397,4.26,16.3653510000064,76.9
"173","Peru","2007",76.4,-0.7295002,0.108357,-0.7730581,3.5,0.704,5.214,4.40380144,3606.07068932344,3.92,11.3415250507055,73.6
"174","Peru","2008",77.5,-0.7044131,0.1521348,-0.8907055,3.6,0.715,5.129,4.4459281,4220.61637832028,3.82,16.6159464539976,73.5
"175","Peru","2009",77.1,-0.613784,0.083486,-1.179883,3.7,0.718,5.519,4.95060587,4196.31162707942,3.73,15.3841279706233,72.3
"176","Peru","2010",76.9,-0.5629089,0.1111375,-0.9999154,3.5,0.721,5.613,4.7206192,5082.35370614454,3.3,-10.296724183553,72.9
"177","Peru","2011",73.6,-0.5764814,0.1312396,-0.7607497,3.39,0.734,5.892,4.6209321,5869.32388186462,3.27,20.1856763395556,72
"178","Peru","2012",73.5,-0.574353,0.1142629,-0.9073647,38,0.742,5.825,4.75655174,6528.9717753128,2.94,13.0668228417457,72
"179","Peru","2013",72.3,-0.5660233,0.084785,-0.8057398,38,0.75,5.783,4.70197392,6756.75299620034,3.21,12.2140180915686,70.3
"180","Peru","2014",72.9,-0.5211661,0.1925171,-0.5506569,38,0.76,5.866,4.99472809,6672.8773725884,2.85,10.9104662379371,70.1
"181","Peru","2015",72,-0.4855335,0.2273678,-0.3975714,36,0.759,5.577,5.03110838,6229.10067398112,2.92,10.9885745328417,68.2
"182","Saudi Arabia","2007",76.5,0.0772642,-1.705147,-0.466703,3.4,0.783,7.267,3.56229401,16516.6317804658,5.73,-5.20437348904995,75.2
"183","South Africa","2006",55.7,0.255048,0.6516131,0.0481969,4.6,0.626,5.084,6.58706188,5602.01046615218,28.34,14.915404926612,67.9
"184","South Africa","2007",57.4,0.0949021,0.5787652,0.2158346,5.1,0.632,5.204,6.4313159,6095.62157019026,26.54,16.1873734316484,67.6
"185","South Africa","2008",62.7,0.0725051,0.5756481,0.0497333,4.9,0.646,5.346,6.54576063,5760.80517151179,22.41,22.3969839250141,66.8
